inbitrate,incodec,induration,inframerate,inframes,inheight,inwidth,insize,outbitrate,outcodec,outframerate,outheight,outwidth,utime
297373,h264,204.938,12,3280,360,480,1451634,820000,flv,25,144,176,0.684
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,29.97,144,176,0.684
297373,h264,204.938,12,3280,360,480,1451634,109000,flv,29.97,144,176,0.684
297373,h264,204.938,12,3280,360,480,1451634,820000,flv,29.97,144,176,0.684
272898,flv,69.933,15,1050,240,320,349781,109000,flv,12,480,640,0.684
272898,flv,69.933,12,1050,240,320,349781,109000,flv,12,480,640,0.684
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,mpeg4,12,144,176,0.684
53707,mpeg4,177.33333,12,2128,144,176,100969,56000,mpeg4,15,144,176,0.684
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,mpeg4,15,144,176,0.684
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,mpeg4,12,144,176,0.684
53707,mpeg4,177.33333,29.97,2128,144,176,100969,56000,mpeg4,15,144,176,0.684
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,mpeg4,15,144,176,0.684
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,mpeg4,12,144,176,0.684
53707,mpeg4,177.33333,29.92,2128,144,176,100969,56000,mpeg4,15,144,176,0.684
297373,h264,204.938,16,3280,360,480,1451634,109000,flv,24,144,176,0.688
297373,h264,204.938,16,3280,360,480,1451634,539000,flv,29.97,144,176,0.688
297373,h264,204.938,12,3280,360,480,1451634,109000,flv,24,144,176,0.688
297373,h264,204.938,12,3280,360,480,1451634,539000,flv,29.97,144,176,0.688
272898,flv,69.933,15,1050,240,320,349781,820000,flv,12,360,480,0.688
272898,flv,69.933,15,1050,240,320,349781,56000,flv,12,480,640,0.688
281642,h264,440.967,30,13230,240,320,2444863,109000,flv,24,240,320,0.688
281642,h264,440.967,30,13230,240,320,2444863,3000000,flv,25,144,176,0.688
281642,h264,440.967,12,13230,240,320,2444863,109000,flv,24,240,320,0.688
281642,h264,440.967,12,13230,240,320,2444863,3000000,flv,25,144,176,0.688
281642,h264,440.967,12,13230,240,320,2444863,109000,flv,29.97,144,176,0.688
281642,h264,440.967,30,13230,240,320,2444863,109000,flv,29.97,144,176,0.688
272898,flv,69.933,12,1050,240,320,349781,820000,flv,12,360,480,0.688
272898,flv,69.933,12,1050,240,320,349781,56000,flv,12,480,640,0.688
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,flv,24,480,640,0.688
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,mpeg4,12,144,176,0.688
52783,mpeg4,290.01666,25,3478,144,176,119325,5000000,mpeg4,12,144,176,0.688
52783,mpeg4,290.01666,25,3478,144,176,119325,3000000,mpeg4,15,144,176,0.688
52783,mpeg4,290.01666,25,3478,144,176,119325,5000000,mpeg4,15,144,176,0.688
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,flv,24,480,640,0.688
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,mpeg4,12,144,176,0.688
52783,mpeg4,290.01666,12,3478,144,176,119325,5000000,mpeg4,12,144,176,0.688
52783,mpeg4,290.01666,12,3478,144,176,119325,3000000,mpeg4,15,144,176,0.688
52783,mpeg4,290.01666,12,3478,144,176,119325,5000000,mpeg4,15,144,176,0.688
297373,h264,204.938,16,3280,360,480,1451634,3000000,flv,24,144,176,0.692
297373,h264,204.938,12,3280,360,480,1451634,3000000,flv,24,144,176,0.692
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,15,480,640,0.692
272898,flv,69.933,15,1050,240,320,349781,539000,flv,15,360,480,0.692
272898,flv,69.933,15,1050,240,320,349781,539000,flv,24,360,480,0.692
272898,flv,69.933,15,1050,240,320,349781,539000,flv,25,360,480,0.692
164017,h264,473,25,11826,240,320,1419320,56000,flv,12,144,176,0.692
281642,h264,440.967,12,13230,240,320,2444863,109000,flv,12,240,320,0.692
281642,h264,440.967,30,13230,240,320,2444863,109000,flv,12,240,320,0.692
164017,h264,473,12,11826,240,320,1419320,56000,flv,12,144,176,0.692
272898,flv,69.933,12,1050,240,320,349781,539000,flv,15,360,480,0.692
272898,flv,69.933,12,1050,240,320,349781,539000,flv,24,360,480,0.692
272898,flv,69.933,12,1050,240,320,349781,539000,flv,25,360,480,0.692
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,25,480,640,0.692
53707,mpeg4,177.33333,12,2128,144,176,100969,5000000,mpeg4,15,144,176,0.692
52783,mpeg4,290.01666,25,3478,144,176,119325,820000,mpeg4,15,144,176,0.692
53707,mpeg4,177.33333,29.97,2128,144,176,100969,5000000,mpeg4,15,144,176,0.692
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,25,480,640,0.692
52783,mpeg4,290.01666,12,3478,144,176,119325,820000,mpeg4,15,144,176,0.692
53707,mpeg4,177.33333,29.92,2128,144,176,100969,5000000,mpeg4,15,144,176,0.692
297373,h264,204.938,16,3280,360,480,1451634,109000,flv,25,144,176,0.696
297373,h264,204.938,12,3280,360,480,1451634,109000,flv,25,144,176,0.696
244491,flv,340.424,11.99,4081,240,320,1168939,539000,flv,12,480,640,0.696
281642,h264,440.967,30,13230,240,320,2444863,3000000,flv,24,144,176,0.696
281642,h264,440.967,30,13230,240,320,2444863,820000,flv,25,240,320,0.696
281642,h264,440.967,30,13230,240,320,2444863,3000000,flv,25,240,320,0.696
281642,h264,440.967,12,13230,240,320,2444863,3000000,flv,24,144,176,0.696
281642,h264,440.967,12,13230,240,320,2444863,820000,flv,25,240,320,0.696
281642,h264,440.967,12,13230,240,320,2444863,3000000,flv,25,240,320,0.696
281642,h264,440.967,12,13230,240,320,2444863,820000,flv,29.97,144,176,0.696
281642,h264,440.967,30,13230,240,320,2444863,820000,flv,29.97,144,176,0.696
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,vp8,25,144,176,0.696
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,vp8,25,144,176,0.696
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,12,360,480,0.7
297373,h264,204.938,16,3280,360,480,1451634,109000,flv,15,144,176,0.7
297373,h264,204.938,16,3280,360,480,1451634,820000,flv,24,144,176,0.7
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,12,360,480,0.7
297373,h264,204.938,12,3280,360,480,1451634,109000,flv,15,144,176,0.7
297373,h264,204.938,12,3280,360,480,1451634,820000,flv,24,144,176,0.7
164017,h264,473,25,11826,240,320,1419320,539000,flv,12,144,176,0.7
164017,h264,473,25,11826,240,320,1419320,5000000,flv,12,144,176,0.7
281642,h264,440.967,30,13230,240,320,2444863,3000000,flv,24,240,320,0.7
281642,h264,440.967,12,13230,240,320,2444863,3000000,flv,24,240,320,0.7
281642,h264,440.967,12,13230,240,320,2444863,56000,flv,29.97,240,320,0.7
281642,h264,440.967,30,13230,240,320,2444863,56000,flv,29.97,240,320,0.7
164017,h264,473,12,11826,240,320,1419320,539000,flv,12,144,176,0.7
164017,h264,473,12,11826,240,320,1419320,5000000,flv,12,144,176,0.7
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,mpeg4,15,144,176,0.7
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,mpeg4,24,144,176,0.7
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,vp8,25,144,176,0.7
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,12,480,640,0.7
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,29.97,480,640,0.7
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,29.97,480,640,0.7
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,12,480,640,0.7
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,29.97,480,640,0.7
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,mpeg4,15,144,176,0.7
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,mpeg4,24,144,176,0.7
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,vp8,25,144,176,0.7
231296,flv,189.956,29.97,5694,240,320,580292,539000,flv,15,360,480,0.704
239336,flv,203.198,29.92,6078,240,320,853613,242000,flv,15,360,480,0.704
239336,flv,203.198,12,6078,240,320,853613,242000,flv,15,360,480,0.704
239336,flv,203.198,29.97,6078,240,320,853613,242000,flv,15,360,480,0.704
231296,flv,189.956,12,5694,240,320,580292,539000,flv,15,360,480,0.704
281642,h264,440.967,30,13230,240,320,2444863,242000,flv,24,240,320,0.704
281642,h264,440.967,30,13230,240,320,2444863,539000,flv,24,240,320,0.704
281642,h264,440.967,12,13230,240,320,2444863,242000,flv,24,240,320,0.704
281642,h264,440.967,12,13230,240,320,2444863,539000,flv,24,240,320,0.704
281642,h264,440.967,12,13230,240,320,2444863,3000000,flv,29.97,144,176,0.704
281642,h264,440.967,30,13230,240,320,2444863,3000000,flv,29.97,144,176,0.704
239336,flv,203.198,30,6078,240,320,853613,242000,flv,15,360,480,0.704
49054,mpeg4,159.93834,30,1919,144,176,80440,3000000,flv,25,360,480,0.704
49054,mpeg4,159.93834,29.99,1919,144,176,80440,3000000,flv,25,360,480,0.704
49054,mpeg4,159.93834,12,1919,144,176,80440,3000000,flv,25,360,480,0.704
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,mpeg4,15,144,176,0.704
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,mpeg4,25,144,176,0.704
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,vp8,12,144,176,0.704
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,vp8,12,144,176,0.704
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,mpeg4,15,144,176,0.704
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,mpeg4,25,144,176,0.704
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,mpeg4,15,144,176,0.704
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,vp8,12,144,176,0.704
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,vp8,12,144,176,0.704
231296,flv,189.956,29.97,5694,240,320,580292,5000000,flv,15,360,480,0.708
231296,flv,189.956,12,5694,240,320,580292,5000000,flv,15,360,480,0.708
164017,h264,473,25,11826,240,320,1419320,109000,flv,12,144,176,0.708
281642,h264,440.967,30,13230,240,320,2444863,539000,flv,25,144,176,0.708
281642,h264,440.967,30,13230,240,320,2444863,5000000,flv,25,240,320,0.708
281642,h264,440.967,12,13230,240,320,2444863,539000,flv,25,144,176,0.708
281642,h264,440.967,12,13230,240,320,2444863,5000000,flv,25,240,320,0.708
164017,h264,473,12,11826,240,320,1419320,109000,flv,12,144,176,0.708
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,24,480,640,0.708
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,15,480,640,0.708
52783,mpeg4,290.01666,25,3478,144,176,119325,3000000,mpeg4,25,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,vp8,12,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,vp8,12,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,vp8,15,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,vp8,15,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,vp8,25,144,176,0.708
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,vp8,25,144,176,0.708
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,15,480,640,0.708
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,24,480,640,0.708
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,24,480,640,0.708
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,24,480,640,0.708
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,15,480,640,0.708
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,24,480,640,0.708
52783,mpeg4,290.01666,12,3478,144,176,119325,3000000,mpeg4,25,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,vp8,12,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,vp8,12,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,vp8,15,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,vp8,15,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,vp8,25,144,176,0.708
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,vp8,25,144,176,0.708
164017,h264,473,25,11826,240,320,1419320,56000,flv,12,240,320,0.712
164017,h264,473,25,11826,240,320,1419320,56000,flv,15,144,176,0.712
281642,h264,440.967,30,13230,240,320,2444863,539000,flv,25,240,320,0.712
281642,h264,440.967,12,13230,240,320,2444863,539000,flv,25,240,320,0.712
164017,h264,473,12,11826,240,320,1419320,56000,flv,12,240,320,0.712
164017,h264,473,12,11826,240,320,1419320,56000,flv,15,144,176,0.712
54590,mpeg4,130.35667,29.97,1564,144,176,64483,242000,flv,24,480,640,0.712
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,12,480,640,0.712
52783,mpeg4,290.01666,25,3478,144,176,119325,242000,flv,15,480,640,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,vp8,12,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,vp8,12,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,vp8,15,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,vp8,24,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,vp8,25,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,vp8,25,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,vp8,29.97,144,176,0.712
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,vp8,29.97,144,176,0.712
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,12,480,640,0.712
52783,mpeg4,290.01666,12,3478,144,176,119325,242000,flv,15,480,640,0.712
54590,mpeg4,130.35667,12,1564,144,176,64483,242000,flv,24,480,640,0.712
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,12,480,640,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,vp8,12,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,vp8,12,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,vp8,15,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,vp8,24,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,vp8,25,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,vp8,25,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,vp8,29.97,144,176,0.712
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,vp8,29.97,144,176,0.712
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,12,240,320,0.716
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,12,240,320,0.716
231296,flv,189.956,29.97,5694,240,320,580292,820000,flv,15,360,480,0.716
231296,flv,189.956,29.97,5694,240,320,580292,3000000,flv,15,360,480,0.716
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,29.97,480,640,0.716
272898,flv,69.933,15,1050,240,320,349781,242000,flv,12,480,640,0.716
231296,flv,189.956,12,5694,240,320,580292,820000,flv,15,360,480,0.716
231296,flv,189.956,12,5694,240,320,580292,3000000,flv,15,360,480,0.716
281642,h264,440.967,30,13230,240,320,2444863,820000,flv,24,240,320,0.716
281642,h264,440.967,30,13230,240,320,2444863,242000,flv,25,240,320,0.716
281642,h264,440.967,12,13230,240,320,2444863,820000,flv,24,240,320,0.716
281642,h264,440.967,12,13230,240,320,2444863,242000,flv,25,240,320,0.716
272898,flv,69.933,12,1050,240,320,349781,242000,flv,12,480,640,0.716
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,25,480,640,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,vp8,12,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,vp8,15,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,vp8,15,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,vp8,24,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,vp8,24,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,539000,vp8,29.97,144,176,0.716
55552,mpeg4,98.683334,30,1184,144,176,48267,820000,vp8,29.97,144,176,0.716
53707,mpeg4,177.33333,29.97,2128,144,176,100969,539000,flv,25,480,640,0.716
53707,mpeg4,177.33333,12,2128,144,176,100969,539000,flv,25,480,640,0.716
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,25,480,640,0.716
53707,mpeg4,177.33333,29.92,2128,144,176,100969,539000,flv,25,480,640,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,vp8,12,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,vp8,15,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,vp8,15,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,vp8,24,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,vp8,24,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,539000,vp8,29.97,144,176,0.716
55552,mpeg4,98.683334,12,1184,144,176,48267,820000,vp8,29.97,144,176,0.716
297373,h264,204.938,16,3280,360,480,1451634,820000,flv,12,240,320,0.72
297373,h264,204.938,16,3280,360,480,1451634,539000,flv,15,240,320,0.72
297373,h264,204.938,16,3280,360,480,1451634,242000,flv,25,144,176,0.72
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,29.97,240,320,0.72
297373,h264,204.938,12,3280,360,480,1451634,820000,flv,12,240,320,0.72
297373,h264,204.938,12,3280,360,480,1451634,539000,flv,15,240,320,0.72
297373,h264,204.938,12,3280,360,480,1451634,242000,flv,25,144,176,0.72
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,29.97,240,320,0.72
231296,flv,189.956,29.97,5694,240,320,580292,109000,flv,24,360,480,0.72
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,24,480,640,0.72
239336,flv,203.198,29.92,6078,240,320,853613,539000,flv,12,360,480,0.72
239336,flv,203.198,12,6078,240,320,853613,539000,flv,12,360,480,0.72
239336,flv,203.198,29.97,6078,240,320,853613,539000,flv,12,360,480,0.72
231296,flv,189.956,12,5694,240,320,580292,109000,flv,24,360,480,0.72
281642,h264,440.967,30,13230,240,320,2444863,5000000,flv,24,240,320,0.72
281642,h264,440.967,12,13230,240,320,2444863,5000000,flv,24,240,320,0.72
239336,flv,203.198,30,6078,240,320,853613,539000,flv,12,360,480,0.72
54590,mpeg4,130.35667,29.97,1564,144,176,64483,5000000,mpeg4,15,144,176,0.72
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,flv,15,144,176,0.72
55552,mpeg4,98.683334,30,1184,144,176,48267,5000000,vp8,15,144,176,0.72
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,vp8,24,144,176,0.72
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,flv,15,144,176,0.72
54590,mpeg4,130.35667,12,1564,144,176,64483,5000000,mpeg4,15,144,176,0.72
55552,mpeg4,98.683334,12,1184,144,176,48267,5000000,vp8,15,144,176,0.72
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,vp8,24,144,176,0.72
297373,h264,204.938,16,3280,360,480,1451634,242000,flv,12,240,320,0.724
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,15,240,320,0.724
297373,h264,204.938,12,3280,360,480,1451634,242000,flv,12,240,320,0.724
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,15,240,320,0.724
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,12,480,640,0.724
231296,flv,189.956,29.97,5694,240,320,580292,56000,flv,24,360,480,0.724
272898,flv,69.933,15,1050,240,320,349781,820000,flv,25,360,480,0.724
231296,flv,189.956,12,5694,240,320,580292,56000,flv,24,360,480,0.724
164017,h264,473,25,11826,240,320,1419320,242000,flv,12,144,176,0.724
164017,h264,473,25,11826,240,320,1419320,109000,flv,15,144,176,0.724
281642,h264,440.967,12,13230,240,320,2444863,109000,flv,29.97,240,320,0.724
281642,h264,440.967,12,13230,240,320,2444863,242000,flv,29.97,240,320,0.724
281642,h264,440.967,30,13230,240,320,2444863,109000,flv,29.97,240,320,0.724
281642,h264,440.967,30,13230,240,320,2444863,242000,flv,29.97,240,320,0.724
164017,h264,473,12,11826,240,320,1419320,242000,flv,12,144,176,0.724
164017,h264,473,12,11826,240,320,1419320,109000,flv,15,144,176,0.724
272898,flv,69.933,12,1050,240,320,349781,820000,flv,25,360,480,0.724
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,29.97,480,640,0.724
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,vp8,25,144,176,0.724
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,vp8,29.97,144,176,0.724
55552,mpeg4,98.683334,30,1184,144,176,48267,3000000,vp8,29.97,144,176,0.724
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,12,480,640,0.724
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,12,480,640,0.724
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,29.97,480,640,0.724
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,vp8,25,144,176,0.724
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,vp8,29.97,144,176,0.724
55552,mpeg4,98.683334,12,1184,144,176,48267,3000000,vp8,29.97,144,176,0.724
297373,h264,204.938,16,3280,360,480,1451634,539000,flv,12,240,320,0.728
297373,h264,204.938,16,3280,360,480,1451634,3000000,flv,12,240,320,0.728
297373,h264,204.938,16,3280,360,480,1451634,109000,flv,15,240,320,0.728
297373,h264,204.938,12,3280,360,480,1451634,539000,flv,12,240,320,0.728
297373,h264,204.938,12,3280,360,480,1451634,3000000,flv,12,240,320,0.728
297373,h264,204.938,12,3280,360,480,1451634,109000,flv,15,240,320,0.728
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,25,480,640,0.728
272898,flv,69.933,15,1050,240,320,349781,820000,flv,24,360,480,0.728
272898,flv,69.933,15,1050,240,320,349781,820000,flv,29.97,360,480,0.728
164017,h264,473,25,11826,240,320,1419320,820000,flv,15,144,176,0.728
164017,h264,473,25,11826,240,320,1419320,56000,flv,15,240,320,0.728
164017,h264,473,12,11826,240,320,1419320,820000,flv,15,144,176,0.728
164017,h264,473,12,11826,240,320,1419320,56000,flv,15,240,320,0.728
272898,flv,69.933,12,1050,240,320,349781,820000,flv,24,360,480,0.728
272898,flv,69.933,12,1050,240,320,349781,820000,flv,29.97,360,480,0.728
54590,mpeg4,130.35667,29.97,1564,144,176,64483,56000,mpeg4,15,144,176,0.728
52783,mpeg4,290.01666,25,3478,144,176,119325,539000,flv,24,480,640,0.728
55552,mpeg4,98.683334,30,1184,144,176,48267,56000,mpeg4,12,240,320,0.728
52783,mpeg4,290.01666,25,3478,144,176,119325,242000,mpeg4,15,144,176,0.728
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,vp8,15,144,176,0.728
55552,mpeg4,98.683334,30,1184,144,176,48267,109000,vp8,24,144,176,0.728
55552,mpeg4,98.683334,30,1184,144,176,48267,242000,vp8,29.97,144,176,0.728
53707,mpeg4,177.33333,29.97,2128,144,176,100969,820000,flv,25,480,640,0.728
55330,mpeg4,1715.025,25,20365,144,176,1174643,539000,h264,15,144,176,0.728
53707,mpeg4,177.33333,12,2128,144,176,100969,820000,flv,25,480,640,0.728
52783,mpeg4,290.01666,12,3478,144,176,119325,539000,flv,24,480,640,0.728
53707,mpeg4,177.33333,29.92,2128,144,176,100969,820000,flv,25,480,640,0.728
55330,mpeg4,1715.025,12,20365,144,176,1174643,539000,h264,15,144,176,0.728
55552,mpeg4,98.683334,12,1184,144,176,48267,56000,mpeg4,12,240,320,0.728
54590,mpeg4,130.35667,12,1564,144,176,64483,56000,mpeg4,15,144,176,0.728
52783,mpeg4,290.01666,12,3478,144,176,119325,242000,mpeg4,15,144,176,0.728
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,vp8,15,144,176,0.728
55552,mpeg4,98.683334,12,1184,144,176,48267,109000,vp8,24,144,176,0.728
55552,mpeg4,98.683334,12,1184,144,176,48267,242000,vp8,29.97,144,176,0.728
297373,h264,204.938,16,3280,360,480,1451634,242000,flv,12,360,480,0.732
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,24,240,320,0.732
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,25,360,480,0.732
297373,h264,204.938,12,3280,360,480,1451634,242000,flv,12,360,480,0.732
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,24,240,320,0.732
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,25,360,480,0.732
231296,flv,189.956,29.97,5694,240,320,580292,56000,flv,25,360,480,0.732
231296,flv,189.956,12,5694,240,320,580292,56000,flv,25,360,480,0.732
164017,h264,473,25,11826,240,320,1419320,3000000,flv,12,144,176,0.732
164017,h264,473,25,11826,240,320,1419320,242000,flv,15,144,176,0.732
164017,h264,473,25,11826,240,320,1419320,539000,flv,15,144,176,0.732
164017,h264,473,25,11826,240,320,1419320,5000000,flv,15,144,176,0.732
164017,h264,473,25,11826,240,320,1419320,109000,flv,15,240,320,0.732
164017,h264,473,12,11826,240,320,1419320,3000000,flv,12,144,176,0.732
164017,h264,473,12,11826,240,320,1419320,242000,flv,15,144,176,0.732
164017,h264,473,12,11826,240,320,1419320,539000,flv,15,144,176,0.732
164017,h264,473,12,11826,240,320,1419320,5000000,flv,15,144,176,0.732
164017,h264,473,12,11826,240,320,1419320,109000,flv,15,240,320,0.732
53707,mpeg4,177.33333,12,2128,144,176,100969,242000,mpeg4,15,144,176,0.732
52886,mpeg4,108.34333,12,1300,144,176,50353,56000,mpeg4,12,144,176,0.732
52886,mpeg4,108.34333,29.97,1300,144,176,50353,56000,mpeg4,12,144,176,0.732
53707,mpeg4,177.33333,29.97,2128,144,176,100969,242000,mpeg4,15,144,176,0.732
53707,mpeg4,177.33333,29.92,2128,144,176,100969,242000,mpeg4,15,144,176,0.732
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,24,360,480,0.736
297373,h264,204.938,12,3280,360,480,1451634,56000,flv,24,360,480,0.736
244491,flv,340.424,11.99,4081,240,320,1168939,820000,flv,15,480,640,0.736
231296,flv,189.956,29.97,5694,240,320,580292,109000,flv,25,360,480,0.736
239336,flv,203.198,29.92,6078,240,320,853613,820000,flv,12,360,480,0.736
239336,flv,203.198,12,6078,240,320,853613,820000,flv,12,360,480,0.736
239336,flv,203.198,29.97,6078,240,320,853613,820000,flv,12,360,480,0.736
231296,flv,189.956,12,5694,240,320,580292,109000,flv,25,360,480,0.736
164017,h264,473,25,11826,240,320,1419320,56000,flv,29.97,144,176,0.736
239336,flv,203.198,30,6078,240,320,853613,820000,flv,12,360,480,0.736
164017,h264,473,12,11826,240,320,1419320,56000,flv,29.97,144,176,0.736
54590,mpeg4,130.35667,29.97,1564,144,176,64483,539000,flv,15,480,640,0.736
54590,mpeg4,130.35667,12,1564,144,176,64483,539000,flv,15,480,640,0.736
297373,h264,204.938,16,3280,360,480,1451634,56000,flv,15,360,480,0.74
297373,h264,204.938,16,3280,360,480,1451634,539000,flv,24,240,320,0.74
297373,h264,204.938,16,3280,360,480,1451634,109000,flv,25,240,320,0.74
